Step; State; Reward
0; [[ 5.867   6.676   6.54    6.445   0.      0.      6.52   12.71    6.566
53; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
54; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
55; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
56; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
57; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
58; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
59; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
60; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
61; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
62; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
63; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
64; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
65; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
66; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
67; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.]
68; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.]
69; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.]
70; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.]
71; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.]
72; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.]
73; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.]
74; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.]
75; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.]
76; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.]
77; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.]
78; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.]
79; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.]
80; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.]
81; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.]
82; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.]
83; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.]
84; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.]
85; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.]
86; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.]
87; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.]
88; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.]
89; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.]
90; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.]
91; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.]
92; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.]
93; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.]
94; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.]
95; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.]
96; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.]
97; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.]
98; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.]
99; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.]
100; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.]
101; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.]
102; [[0.0994  1.887   0.      0.04474 0.      0.      1.753   1.741   0.04495
  1.736   1.736   0.      0.      0.      0.      0.     ]]; [0.]
103; [[0.0994  1.887   0.      0.04474 0.      0.      1.753   1.741   0.04495
  1.736   1.736   0.      0.      0.      0.      0.     ]]; [0.]
104; [[0.0994  1.887   0.      0.04474 0.      0.      1.753   1.741   0.04495
  1.736   1.736   0.      0.      0.      0.      0.     ]]; [0.]
105; [[0.0994  1.887   0.      0.04474 0.      0.      1.753   1.741   0.04495
  1.736   1.736   0.      0.      0.      0.      0.     ]]; [0.]
106; [[0.0994  1.887   0.      0.04474 0.      0.      1.753   1.741   0.04495
  1.736   1.736   0.      0.      0.      0.      0.     ]]; [0.]
107; [[0.0994  1.887   0.      0.04474 0.      0.      1.753   1.741   0.04495
  1.736   1.736   0.      0.      0.      0.      0.     ]]; [0.]
108; [[0.0994  1.887   0.      0.04474 0.      0.      1.753   1.741   0.04495
  1.736   1.736   0.      0.      0.      0.      0.     ]]; [0.]
109; [[0.0994  1.887   0.      0.04474 0.      0.      1.753   1.741   0.04495
  1.736   1.736   0.      0.      0.      0.      0.     ]]; [0.]
110; [[0.0994  1.887   0.      0.04474 0.      0.      1.753   1.741   0.04495
  1.736   1.736   0.      0.      0.      0.      0.     ]]; [0.]
111; [[0.0994  1.887   0.      0.04474 0.      0.      1.753   1.741   0.04495
  1.736   1.736   0.      0.      0.      0.      0.     ]]; [0.]
112; [[0.0994  1.887   0.      0.04474 0.      0.      1.753   1.741   0.04495
  1.736   1.736   0.      0.      0.      0.      0.     ]]; [0.]
113; [[0.0994  1.887   0.      0.04474 0.      0.      1.753   1.741   0.04495
  1.736   1.736   0.      0.      0.      0.      0.     ]]; [0.]
114; [[0.0994  1.887   0.      0.04474 0.      0.      1.753   1.741   0.04495
  1.736   1.736   0.      0.      0.      0.      0.     ]]; [0.]
115; [[0.0994  1.887   0.      0.04474 0.      0.      1.753   1.741   0.04495
  1.736   1.736   0.      0.      0.      0.      0.     ]]; [0.]
116; [[0.0994  1.887   0.      0.04474 0.      0.      1.753   1.741   0.04495
  1.736   1.736   0.      0.      0.      0.      0.     ]]; [0.]
117; [[0.0994  1.887   0.      0.04474 0.      0.      1.753   1.741   0.04495
  1.736   1.736   0.      0.      0.      0.      0.     ]]; [0.]
118; [[0.0994  1.887   0.      0.04474 0.      0.      1.753   1.741   0.04495
  1.736   1.736   0.      0.      0.      0.      0.     ]]; [0.]
119; [[0.0994  1.887   0.      0.04474 0.      0.      1.753   1.741   0.04495
  1.736   1.736   0.      0.      0.      0.      0.     ]]; [0.]
120; [[0.0994  1.887   0.      0.04474 0.      0.      1.753   1.741   0.04495
  1.736   1.736   0.      0.      0.      0.      0.     ]]; [0.]
121; [[0.0994  1.887   0.      0.04474 0.      0.      1.753   1.741   0.04495
  1.736   1.736   0.      0.      0.      0.      0.     ]]; [0.]
122; [[0.0994  1.887   0.      0.04474 0.      0.      1.753   1.741   0.04495
  1.736   1.736   0.      0.      0.      0.      0.     ]]; [0.]
123; [[0.0994  1.887   0.      0.04474 0.      0.      1.753   1.741   0.04495
  1.736   1.736   0.      0.      0.      0.      0.     ]]; [0.]
124; [[0.0994  1.887   0.      0.04474 0.      0.      1.753   1.741   0.04495
  1.736   1.736   0.      0.      0.      0.      0.     ]]; [0.]
125; [[0.0994  1.887   0.      0.04474 0.      0.      1.753   1.741   0.04495
  1.736   1.736   0.      0.      0.      0.      0.     ]]; [0.]
126; [[0.0994  1.887   0.      0.04474 0.      0.      1.753   1.741   0.04495
  1.736   1.736   0.      0.      0.      0.      0.     ]]; [0.]
127; [[0.0994  1.887   0.      0.04474 0.      0.      1.753   1.741   0.04495
  1.736   1.736   0.      0.      0.      0.      0.     ]]; [0.]
128; [[0.0994  1.887   0.      0.04474 0.      0.      1.753   1.741   0.04495
  1.736   1.736   0.      0.      0.      0.      0.     ]]; [0.]
129; [[0.0994  1.887   0.      0.04474 0.      0.      1.753   1.741   0.04495
  1.736   1.736   0.      0.      0.      0.      0.     ]]; [0.]
130; [[0.0994  1.887   0.      0.04474 0.      0.      1.753   1.741   0.04495
  1.736   1.736   0.      0.      0.      0.      0.     ]]; [0.]
131; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
132; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
133; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
134; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
135; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
136; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
137; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
138; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
139; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
140; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
141; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
142; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
143; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
144; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
145; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
146; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
147; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
148; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
149; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
150; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
151; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
152; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
153; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
154; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
155; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
156; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
157; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
158; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
159; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
160; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
161; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
162; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
163; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
164; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
165; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
166; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
167; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
168; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
169; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
170; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
171; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
172; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
173; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
174; [[0.1779 8.195  0.     0.1665 0.     0.     7.008  6.71   0.1652 6.707
  6.707  0.     0.     0.     0.     0.    ]]; [0.]
175; [[2.5537e-01 1.0320e+01 1.1444e-04 2.5562e-01 1.1444e-04 1.1444e-04
  7.8555e+00 7.6328e+00 2.5708e-01 7.6328e+00 7.6328e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
176; [[2.5537e-01 1.0320e+01 1.1444e-04 2.5562e-01 1.1444e-04 1.1444e-04
  7.8555e+00 7.6328e+00 2.5708e-01 7.6328e+00 7.6328e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
177; [[2.5537e-01 1.0320e+01 1.1444e-04 2.5562e-01 1.1444e-04 1.1444e-04
  7.8555e+00 7.6328e+00 2.5708e-01 7.6328e+00 7.6328e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
178; [[2.5537e-01 1.0320e+01 1.1444e-04 2.5562e-01 1.1444e-04 1.1444e-04
  7.8555e+00 7.6328e+00 2.5708e-01 7.6328e+00 7.6328e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
179; [[2.5537e-01 1.0320e+01 1.1444e-04 2.5562e-01 1.1444e-04 1.1444e-04
  7.8555e+00 7.6328e+00 2.5708e-01 7.6328e+00 7.6328e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
180; [[2.5537e-01 1.0320e+01 1.1444e-04 2.5562e-01 1.1444e-04 1.1444e-04
  7.8555e+00 7.6328e+00 2.5708e-01 7.6328e+00 7.6328e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
181; [[2.5537e-01 1.0320e+01 1.1444e-04 2.5562e-01 1.1444e-04 1.1444e-04
  7.8555e+00 7.6328e+00 2.5708e-01 7.6328e+00 7.6328e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
182; [[2.5537e-01 1.0320e+01 1.1444e-04 2.5562e-01 1.1444e-04 1.1444e-04
  7.8555e+00 7.6328e+00 2.5708e-01 7.6328e+00 7.6328e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
183; [[2.5537e-01 1.0320e+01 1.1444e-04 2.5562e-01 1.1444e-04 1.1444e-04
  7.8555e+00 7.6328e+00 2.5708e-01 7.6328e+00 7.6328e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
184; [[2.5537e-01 1.0320e+01 1.1444e-04 2.5562e-01 1.1444e-04 1.1444e-04
  7.8555e+00 7.6328e+00 2.5708e-01 7.6328e+00 7.6328e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
185; [[2.5537e-01 1.0320e+01 1.1444e-04 2.5562e-01 1.1444e-04 1.1444e-04
  7.8555e+00 7.6328e+00 2.5708e-01 7.6328e+00 7.6328e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
186; [[2.5537e-01 1.0320e+01 1.1444e-04 2.5562e-01 1.1444e-04 1.1444e-04
  7.8555e+00 7.6328e+00 2.5708e-01 7.6328e+00 7.6328e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
187; [[2.5537e-01 1.0320e+01 1.1444e-04 2.5562e-01 1.1444e-04 1.1444e-04
  7.8555e+00 7.6328e+00 2.5708e-01 7.6328e+00 7.6328e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
188; [[2.5537e-01 1.0320e+01 1.1444e-04 2.5562e-01 1.1444e-04 1.1444e-04
  7.8555e+00 7.6328e+00 2.5708e-01 7.6328e+00 7.6328e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
189; [[2.5537e-01 1.0320e+01 1.1444e-04 2.5562e-01 1.1444e-04 1.1444e-04
  7.8555e+00 7.6328e+00 2.5708e-01 7.6328e+00 7.6328e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
190; [[2.5537e-01 1.0320e+01 1.1444e-04 2.5562e-01 1.1444e-04 1.1444e-04
  7.8555e+00 7.6328e+00 2.5708e-01 7.6328e+00 7.6328e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
191; [[2.5537e-01 1.0320e+01 1.1444e-04 2.5562e-01 1.1444e-04 1.1444e-04
  7.8555e+00 7.6328e+00 2.5708e-01 7.6328e+00 7.6328e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
192; [[2.5537e-01 1.0320e+01 1.1444e-04 2.5562e-01 1.1444e-04 1.1444e-04
  7.8555e+00 7.6328e+00 2.5708e-01 7.6328e+00 7.6328e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
193; [[2.5537e-01 1.0320e+01 1.1444e-04 2.5562e-01 1.1444e-04 1.1444e-04
  7.8555e+00 7.6328e+00 2.5708e-01 7.6328e+00 7.6328e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
194; [[2.5537e-01 1.0320e+01 1.1444e-04 2.5562e-01 1.1444e-04 1.1444e-04
  7.8555e+00 7.6328e+00 2.5708e-01 7.6328e+00 7.6328e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
195; [[2.5537e-01 1.0320e+01 1.1444e-04 2.5562e-01 1.1444e-04 1.1444e-04
  7.8555e+00 7.6328e+00 2.5708e-01 7.6328e+00 7.6328e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
196; [[2.5537e-01 1.0320e+01 1.1444e-04 2.5562e-01 1.1444e-04 1.1444e-04
  7.8555e+00 7.6328e+00 2.5708e-01 7.6328e+00 7.6328e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
197; [[2.5537e-01 1.0320e+01 1.1444e-04 2.5562e-01 1.1444e-04 1.1444e-04
  7.8555e+00 7.6328e+00 2.5708e-01 7.6328e+00 7.6328e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
198; [[2.5537e-01 1.0320e+01 1.1444e-04 2.5562e-01 1.1444e-04 1.1444e-04
  7.8555e+00 7.6328e+00 2.5708e-01 7.6328e+00 7.6328e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
199; [[2.5537e-01 1.0320e+01 1.1444e-04 2.5562e-01 1.1444e-04 1.1444e-04
  7.8555e+00 7.6328e+00 2.5708e-01 7.6328e+00 7.6328e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
200; [[2.5537e-01 1.0320e+01 1.1444e-04 2.5562e-01 1.1444e-04 1.1444e-04
  7.8555e+00 7.6328e+00 2.5708e-01 7.6328e+00 7.6328e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
201; [[2.5537e-01 1.0320e+01 1.1444e-04 2.5562e-01 1.1444e-04 1.1444e-04
  7.8555e+00 7.6328e+00 2.5708e-01 7.6328e+00 7.6328e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
202; [[2.5537e-01 1.0320e+01 1.1444e-04 2.5562e-01 1.1444e-04 1.1444e-04
  7.8555e+00 7.6328e+00 2.5708e-01 7.6328e+00 7.6328e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
