Step; State; Reward
0; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1005; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1006; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1007; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1008; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1009; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1010; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1011; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1012; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1013; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1014; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1015; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1016; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1017; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1018; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1019; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1020; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1021; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1022; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1023; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1024; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1025; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1026; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1027; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1028; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1029; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1030; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1031; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1032; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1033; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1034; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1035; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1036; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1037; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1038; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1039; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1040; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1041; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1042; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1043; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1044; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1045; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1046; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1047; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1048; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1049; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1050; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1051; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1052; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1053; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1054; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1055; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1056; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1057; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1058; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1059; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1060; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1061; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1062; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1063; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1064; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1065; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1066; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1067; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1068; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1069; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1070; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1071; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1072; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1073; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1074; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1075; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1076; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1077; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1078; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1079; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1080; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1081; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1082; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1083; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1084; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1085; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1086; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1087; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1088; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1089; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1090; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1091; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1092; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1093; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1094; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1095; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1096; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1097; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1098; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1099; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1100; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1101; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1102; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1103; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1104; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1105; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1106; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1107; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1108; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1109; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1110; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1111; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1112; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1113; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
1114; [[2.129e-01 9.930e+00 0.000e+00 2.118e-01 0.000e+00 0.000e+00 9.492e+00
  2.594e+00 5.771e-02 1.610e+00 1.610e+00 1.717e-04 1.717e-04 1.717e-04
  0.000e+00 0.000e+00]]; [0.]
